pretraitement,classifieur,n_split,accuracy,precision,recall,fmesure,matrice
FFTFF,RFO,5,0.3867540236433556,0.407706589639046,0.3867540236433556,0.3849714417518216,"[[13.   6.2  5.4  5. ]
 [ 6.6 10.8  8.4  3.8]
 [ 6.8  8.2 10.   4.6]
 [ 6.8  5.   5.8 12. ]]"
FFTFT,RFO,5,0.4358353510895884,0.4558898097803602,0.4358353510895884,0.4315904826190769,"[[14.2  5.2  6.6  3.6]
 [ 5.2 14.   8.   2.4]
 [ 5.8  7.6 10.6  5.6]
 [ 5.6  5.4  5.8 12.8]]"
FFTTF,RFO,5,0.4493377011821678,0.4639051612651355,0.4493377011821678,0.4452260594434424,"[[13.8  5.   5.   5.8]
 [ 5.6 10.2  9.6  4.2]
 [ 3.6  7.  15.2  3.8]
 [ 6.   3.6  6.  14. ]]"
FFTTT,RFO,5,0.430722119356217,0.459594367651979,0.430722119356217,0.4311194357230123,"[[12.6  4.8  5.8  6.4]
 [ 3.2 13.8  7.8  4.8]
 [ 3.8  8.6 11.4  5.8]
 [ 5.8  4.   6.6 13.2]]"
FTFFF,RFO,5,0.452699045719983,0.4792780502813994,0.452699045719983,0.4537042026633552,"[[15.6  5.   4.2  4.8]
 [ 6.6 13.8  6.8  2.4]
 [ 6.6  9.4 10.2  3.4]
 [ 5.2  6.2  4.2 14. ]]"
FTFFT,RFO,5,0.4594502207662726,0.4861462367042616,0.4594502207662726,0.4554959713377392,"[[14.8  5.8  3.4  5.6]
 [ 5.2 13.2  7.4  3.8]
 [ 5.4  7.6 12.   4.6]
 [ 5.4  5.4  4.4 14.4]]"
FTFTF,RFO,5,0.4577980344680245,0.4849014542098794,0.4577980344680245,0.4580767248056898,"[[13.8  5.   5.   5.8]
 [ 4.  14.6  6.8  4.2]
 [ 6.4  8.6 11.6  3. ]
 [ 5.6  6.2  3.6 14.2]]"
FTFTT,RFO,5,0.462797322318758,0.4895213217926226,0.462797322318758,0.4628821439871492,"[[12.6  5.   6.4  5.6]
 [ 3.2 15.2  7.4  3.8]
 [ 5.   7.4 12.2  5. ]
 [ 4.   4.6  6.2 14.8]]"
FTTFF,RFO,5,0.4526278307933342,0.4934304510434488,0.4526278307933342,0.4489034761517098,"[[15.6  5.6  2.8  5.6]
 [ 5.8 14.2  7.4  2.2]
 [ 6.2  6.6 10.8  6. ]
 [ 6.2  6.   4.4 13. ]]"
FTTFT,RFO,5,0.4222902720410197,0.4380175652504535,0.4222902720410197,0.4193036492339453,"[[14.4  5.2  5.8  4.2]
 [ 5.6 14.6  6.8  2.6]
 [ 6.   9.6  8.8  5.2]
 [ 6.6  5.6  5.2 12.2]]"
FTTTF,RFO,5,0.4358780800455776,0.4611581759271909,0.4358780800455776,0.4329271543047867,"[[12.2  4.8  6.   6.6]
 [ 4.6 14.6  7.6  2.8]
 [ 3.2  9.6 11.2  5.6]
 [ 5.4  5.2  5.4 13.6]]"
FTTTT,RFO,5,0.464506480558325,0.4840544128617194,0.464506480558325,0.4621397223638983,"[[14.6  3.6  7.   4.4]
 [ 3.6 12.6  8.8  4.6]
 [ 2.8  7.2 14.2  5.4]
 [ 5.   5.6  5.4 13.6]]"
TFFFF,RFO,5,0.4347118079224419,0.4557673958571381,0.4347118079224419,0.4360231429091944,"[[18.4  6.8  9.   6.4]
 [ 8.4 18.  10.8  3.4]
 [ 7.4  9.4 18.4  5.4]
 [ 9.2  6.8  8.8 15.8]]"
